gene_short_name,PFAL1,PFAL2,PFAL3,PFDR1,PFDR2,PFDR3
36951,1.39659,1.61593,1.30995,0.597472,1.12005,1.43696
37135,0.796241,0.889215,0.370643,0.300686,0.119165,0
37316,13.1832,16.1246,11.0919,12.4941,9.86916,7.72032
37500,41.3264,45.3028,41.8253,44.8323,40.6417,31.9029
37681,0.304464,0.10609,0.0449597,0.299802,0.0504931,0.39523
37865,0.0563829,0.0124585,0,0.0568881,2.66E-05,0
38047,0.000684473,4.58E-06,0.0128853,0.0151564,0.0205752,0
38231,6.83045,6.86169,7.58924,4.42215,4.49237,7.41564
38412,74.6068,68.5816,48.394,66.9386,61.4892,64.7565
38596,0.121487,0.286677,0.389762,0.367511,0.384829,0
38777,35.0005,24.8131,16.2294,30.657,39.6596,24.9085
38961,0.772295,0.125645,0.959864,0.462461,0.530874,0
39142,15.1353,15.7548,17.4946,11.6811,11.5028,20.4395
39326,31.3604,32.1319,36.4331,34.0803,30.2464,30.6671
39508,24.878,26.0832,20.3723,18.8017,16.2623,13.5346
39692,1.37136,1.75941,1.93964,0.901891,0.843357,0.891106
39873,0.0603956,0.0202469,0.0480142,0.153567,0.0762915,0
40057,36.4829,32.1129,26.5548,31.2588,45.0301,39.6632
40238,0,0,0,0,0,0
40422,12.6262,14.662,8.48821,9.29652,7.61287,7.33802
40603,0,0,0.128192,0,0,0
40787,2.05878,1.9436,3.40013,2.87968,3.06368,1.93696
41153,0,0,0,0,0,0
41883,0.0262412,0.14096,0.111716,0.0833426,0,0
42248,147.103,216.995,181.172,164.21,131.218,102.953
0610005C13Rik,76.831,100.651,59.7259,60.5473,61.104,33.7207
0610007C21Rik,51.8433,59.1765,45.909,62.3498,50.8588,45.8163
0610007L01Rik,16.5098,15.2186,18.6524,19.1608,15.407,16.954
0610007P08Rik,4.94985,3.02356,3.36882,3.73908,6.3458,8.19383
0610007P14Rik,137.916,132.236,75.8643,136.684,110.521,66.5284
0610007P22Rik,12.7957,14.7833,10.0135,15.403,12.0982,8.11358
0610008F07Rik,1.10658,2.33684,0.70547,3.53081,1.21957,1.09906
0610009B14Rik,0,0,0,0,0.0769967,0
0610009B22Rik,17.6552,26.7274,24.8649,22.8359,19.5782,7.29194
0610009D07Rik,13.7925,21.6949,16.7999,22.9015,16.5306,14.4728
0610009E02Rik,0.307796,0,0.23032,0.171058,0.593235,0
0610009L18Rik,0.219363,0.76912,0.185136,0.37772,0.285992,0
0610009O20Rik,7.31777,7.66776,5.90819,7.73374,7.7376,4.06264
0610010F05Rik,7.34269,6.93297,8.17833,9.05778,9.28744,9.26338
0610010K14Rik,3.4068,4.11802,1.87591,3.00759,1.244,2.38542
0610010O12Rik,10.4566,8.0286,13.1106,11.5023,12.5107,10.5361
0610011F06Rik,32.1016,50.3824,27.9472,34.4807,28.8306,17.6341
0610011L14Rik,2.88456,2.76897,2.77055,3.53226,2.85414,3.52658
0610012D04Rik,0,0,0.227829,0,0,0
0610012H03Rik,16.3837,24.4305,7.33893,14.4726,11.9724,12.9966
0610025J13Rik,0,0,0,0,0.424731,0
0610030E20Rik,4.24019,3.48377,4.12529,4.55691,4.9984,3.35381
0610031J06Rik,13.33,18.2882,13.2323,14.3115,11.9077,6.82624
0610037L13Rik,11.6722,13.6019,13.3642,13.0083,9.08316,10.8021
0610037P05Rik,12.932,14.1588,9.91358,11.8608,10.727,11.2692
0610038L08Rik,0,0.0452599,0.0526043,0,0.0839762,0
0610038P03Rik,0.171208,0,0.466198,0,0.226746,0
0610039K10Rik,0,0,0,0,0.0648162,0
0610040B09Rik,0,0,0.0885821,0.0632109,0,0
0610040B10Rik,3.33185,2.51873,1.72166,3.53257,4.66587,2.99904
0610040F04Rik,0,0.129947,0,0.108686,0,0
0610040J01Rik,5.43198,4.33817,4.33113,5.36885,6.65483,6.66631
0610043K17Rik,3.33881,3.20088,1.07504,2.36792,2.84189,2.23946
0910001L09Rik,26.519,33.5458,23.7636,25.3266,20.704,10.6634
1100001G20Rik,583.678,940.807,670.453,633.081,475.217,260.368
1110001A16Rik,10.2961,11.988,8.72371,9.58494,9.58569,7.8701
1110001J03Rik,31.0121,25.3979,20.468,22.6928,20.4469,21.5792
1110002B05Rik,29.3575,25.4831,28.0381,29.0783,28.4861,42.948
1110002E22Rik,0.00809967,0,0,0,0.0205464,0
1110002L01Rik,0.866406,1.81084,1.73435,1.50994,1.33711,0.388552
1110002N22Rik,10.0202,10.813,9.10324,12.5579,7.37114,13.6064
1110003E01Rik,28.316,29.1172,27.6028,34.1503,22.5302,17.2493
1110004E09Rik,7.80625,7.25774,6.22739,9.36254,7.11733,11.479
1110004F10Rik,38.5183,36.3567,28.5479,40.5751,32.2964,25.6218
1110005A03Rik,13.128,17.1982,14.5316,13.9495,10.2309,8.75709
1110006G14Rik,1.24169,3.49654,0.307867,1.52845,1.03261,2.90242
1110007C09Rik,3.14645,3.22906,2.19733,2.35345,1.51597,0.969024
1110008E08Rik,0,0,0,0,0,0
1110008F13Rik,38.8372,43.2013,36.2378,36.8763,39.4397,39.2666
1110008J03Rik,1.29655,1.31765,0.801176,1.32377,1.40301,0
1110008L16Rik,5.07657,4.33196,4.7766,6.06569,6.44024,5.66585
1110008P14Rik,3.20397,9.57664,6.14332,7.55723,4.59736,3.93794
1110012J17Rik,0.185093,0.3799,0.174839,0.392173,0.276771,0
1110012L19Rik,10.8093,12.5493,9.35012,9.27766,8.69937,8.55684
1110014N23Rik,5.02079,4.85799,3.06732,3.76582,4.47284,5.67689
1110017D15Rik,0,0,0,0,0,0
1110017F19Rik,0.736944,0.122625,0.139956,0.102212,0.454669,0
1110018G07Rik,18.6764,15.7516,7.88497,20.1403,15.1082,17.0077
1110018J18Rik,26.3522,31.0157,25.8005,22.2073,22.1015,28.7745
1110018N20Rik,0.242521,0.198691,0.0630194,0.217033,0.0974857,0
1110020G09Rik,103.056,93.3715,70.5467,93.3517,109.946,100.175
1110021J02Rik,3.13195,3.08169,3.83882,3.48316,3.31475,0.920351
1110021L09Rik,0.847392,0.663739,0.676043,1.09816,0.873001,0
1110025L11Rik,0,0,0,0,0,0
1110028F11Rik,1.49676,1.16393,0.862173,0.94078,1.40552,0
1110031I02Rik,2.59323,2.36718,2.0836,2.65745,3.10862,0.980141
1110032A03Rik,26.1201,35.3268,22.3743,22.2164,16.4196,13.8306
1110032A04Rik,0,0.323886,1.85117,0.0953942,0,0.754863
1110032F04Rik,0,0.0451734,0.0527521,0.0765882,0,0
1110034A24Rik,1.36903,1.60022,1.39596,1.40697,0.840759,0.38244
1110034B05Rik,14.799,13.6593,12.6355,9.64563,11.0808,10.4862
1110034G24Rik,2.98734,2.77498,2.77206,2.69516,2.90221,2.2911
1110035H17Rik,0.169829,0.104391,0.262432,0.375715,0.345561,2.34161
1110035M17Rik,0.0779456,0,0,0,0,0
1110037F02Rik,4.87535,4.96819,3.5515,4.47866,4.59941,3.89544
1110038B12Rik,9.8155,9.97021,14.5595,16.3881,12.978,10.7443
1110038D17Rik,32.2057,37.2242,41.0402,33.7519,29.4574,28.7534
1110038F14Rik,3.17088,2.2725,2.99863,3.47459,2.36107,2.00697
1110046J04Rik,0.223755,0,0,0.244824,0,0
1110049F12Rik,12.7183,12.8455,8.61289,8.76731,7.8966,15.889
1110051M20Rik,5.10995,5.34789,4.62448,6.24827,5.59603,4.19529
1110054O05Rik,1.40278,1.7421,2.15374,2.33498,1.63427,2.3146
1110057K04Rik,15.5745,12.6177,13.1787,15.1498,16.4145,13.4036
1110057P08Rik,0,0,0,0,0,0
1110058L19Rik,13.1663,9.71165,9.25799,16.1125,11.8921,9.14598
1110059E24Rik,21.7206,22.9239,17.2539,24.2981,20.7236,16.9973
1110059G10Rik,7.94209,4.22848,7.17623,5.52714,4.62685,5.11366
1110059M19Rik,0,0,0,0,0,0
1110065P20Rik,2.33923,4.11766,3.72206,3.55185,1.29615,2.2065
1110067D22Rik,4.18324,5.96195,9.91347,10.944,14.3355,9.10619
1190002H23Rik,0,0.385229,0,0,0.0929474,0
1190002N15Rik,21.0509,17.0703,15.2596,15.5563,13.132,19.359
1190003J15Rik,63.0568,81.2116,63.1092,81.5307,60.2667,50.0004
1190005F20Rik,3.35061,3.62858,3.71481,4.11106,3.62887,4.81655
1190005I06Rik,2.60681,4.16727,1.22861,1.98293,1.19345,3.75552
1190007F08Rik,1.49063,2.27801,2.25753,3.5001,1.48416,1.01885
1190007I07Rik,15.082,11.6549,10.0577,13.3537,13.8026,9.40559
1200007C13Rik,0,0.136438,0.0321738,0,0.0262161,0
1200009I06Rik,0.123617,0.0204375,0.248203,0.138929,0.0794675,0
1200011I18Rik,4.97467,5.59505,4.29727,5.30146,5.45416,4.40206
1200011M11Rik,2.30249,1.79349,1.78179,2.79246,2.44311,1.24007
1200014J11Rik,3.85269,4.29054,2.97717,3.47863,3.71814,2.64323
1200016B10Rik,5.29079,5.88517,4.73783,5.36824,4.55467,5.0781
1300001I01Rik,21.0698,20.1025,17.4218,21.7424,26.8187,17.8351
1300002K09Rik,30.2051,36.7101,39.8466,36.3232,32.8377,27.132
1300010F03Rik,23.5361,20.5273,9.10183,17.3921,17.4642,10.689
1300014I06Rik,33.2502,36.3605,40.9991,53.4063,50.8132,27.0648
1300015D01Rik,4.39077,2.53281,2.95885,1.61351,1.0938,1.39411
1300017J02Rik,134.295,198.158,173.866,171.539,152.236,112.754
1300018I17Rik,1.6926,1.90189,1.04539,2.2499,2.02329,1.15838
1300018J18Rik,18.5827,17.6317,12.049,14.9684,12.1486,10.7438
1500001M20Rik,2.3076,2.21319,2.92651,1.80576,2.07919,2.14626
1500002C15Rik,2.04584,2.56733,2.1524,3.42324,2.23107,2.41138
1500002O10Rik,0,0,0,0,0,0
1500002O20Rik,1.21616,1.45961,1.27983,2.34583,1.59799,2.42321
1500003O03Rik,104.59,96.6169,77.2139,137.296,118.63,113.48
1500009C09Rik,0,0,0,0,0,0
1500009L16Rik,0,0,0.0775265,0,0,0
1500010J02Rik,1.63138,1.00931,0.871852,1.40955,1.43225,4.41369
1500011B03Rik,0.124834,0.208425,0.571468,0.0911386,0.205787,0
1500011H22Rik,1.57451,2.01225,1.0074,1.1606,0.994395,2.3472
1500011K16Rik,9.45228,14.6353,9.56954,15.8133,11.887,6.51106
1500012F01Rik,5.99966,5.3424,5.4097,7.21,5.04678,4.8349
1500015O10Rik,0.0605459,0,0,0.0683513,0,0
1500016L03Rik,0,0,0,0,0,0
1500017E21Rik,68.0179,96.0623,40.0976,12.2204,9.69683,3.46257
1500031L02Rik,3.98137,3.92232,3.54878,3.79074,2.29242,4.85038
1500032L24Rik,29.3063,28.6558,21.615,28.3359,21.4692,10.1306
1500035N22Rik,0,0,0.114158,0,0.0936913,0
1520401A03Rik,0,0,0,0.0118795,0,0
1520402A15Rik,0.0454967,0.0974563,0.166114,0.102405,0.10439,0.136802
1600002D24Rik,0,0,0,0,0,0
1600002H07Rik,11.3208,14.6939,12.6608,11.9159,15.3662,8.12023
1600002K03Rik,2.31479,2.2788,2.73744,2.16665,2.39542,0.873418
1600010F14Rik,0,0,0,0,0,0
1600012F09Rik,7.75651,8.11886,7.87351,11.2507,9.58908,10.5885
1600012H06Rik,14.1865,14.0905,9.38781,10.093,11.4455,14.7051
1600012P17Rik,0,0,0,0,0,0
1600014C10Rik,45.5049,53.6233,36.6481,30.7842,31.3951,16.9872
1600014C23Rik,0,0,0.188107,0,0,0
1600014K23Rik,0,0,0,0,0,0
1600015I10Rik,0,0,0,0,0,0
1600016N20Rik,0.290832,0.112837,0.33282,0.233134,0.106181,0
1600021P15Rik,5.43577,4.01441,3.01818,5.06283,4.53602,4.83908
1600025M17Rik,0,0,0,0,0,0
1600027N09Rik,1.24774,1.79251,2.42522,1.91139,1.30822,1.77028
1600029D21Rik,1.45175,1.25693,1.19153,2.16821,1.15242,1.51012
1600029I14Rik,0.0593975,0,0,0.201177,0,0
1600029O15Rik,0,0,0,3.01E-05,0,0
1700001C02Rik,0,0,0,0.128014,0,0
1700001C19Rik,8.52201,11.2363,3.95556,8.31125,5.84416,2.92574
1700001F09Rik,0,0.0194248,0,0,0,0
1700001G01Rik,0,0,0,0,0,0
1700001G11Rik,0,0,0,0,0,0
1700001G17Rik,0.0862978,0,0.127511,0,0.109302,0
1700001J03Rik,0.0826058,0,0,0,0,0
1700001J04Rik,0,0,0,0,0,0
1700001K19Rik,0.0529113,0,0.0822562,0,0.0673984,0
1700001L05Rik,3.08425,2.26813,1.76453,2.24458,3.07971,1.64403
1700001L19Rik,0,0,0.0339345,0,0,0
1700001O22Rik,0,0,0,0,0,0
1700001P01Rik,0,0,0,0,0,0
1700003D09Rik,0.0987804,0,0,0,0.0430587,0
1700003E16Rik,0.0480523,0.0290318,0.113335,0.460524,0.46376,0.304331
1700003E24Rik,0,0,0,0,0,0
1700003F12Rik,0,0,0,0,0,0
1700003F17Rik,0.0720533,0,0,0.0821949,0,0
1700003G13Rik,0,0,0,0,0,0
1700003G18Rik,0.113393,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,0,0
1700003M07Rik,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0
1700006D18Rik,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0
1700006J14Rik,0.0741971,0.296149,0,0.0842087,0.0992485,0
1700006P19Rik,0,0.080425,0,0,0,0
1700007B14Rik,0,0,0.0312693,0,0,0
1700007G11Rik,0,0,0,0,0,0
1700007I08Rik,0,0,0,0,0,0
1700007J10Rik,0.0876465,0.122082,0,0.0994791,0.204764,0
1700007K09Rik,0,0,0,0,0,0
1700007K13Rik,0,0.0862014,0.305423,0,0.251767,0
1700007M16Rik,0,0,0,0,0,0
1700007P06Rik,0,0,0,0,0.0769043,0
1700008A04Rik,0,0,0,0,0,0
1700008F21Rik,0,0.037004,0.0859521,0,0,0
1700008I05Rik,0,0,0,0,0,0
1700008O03Rik,0.0338592,0.0215772,0.0516481,0.0176942,0.0196235,0
1700008P02Rik,0,0,0,0,0,0
1700008P20Rik,0,0.234909,0,0,0,0
1700009N14Rik,0,0,0,0,0,0
1700009P17Rik,1.64471,1.41639,1.04446,1.53344,1.75413,2.82041
1700010B08Rik,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0
1700010H22Rik,0,0,0,0,0,0
1700010I14Rik,0.176512,0.613358,0.518026,0.230892,0.342757,0.218317
1700010K10Rik,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0
1700010K24Rik,0,0,0,0,0,0
1700010L04Rik,0,0,0,0,0,0
1700010M22Rik,0,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0
1700011E24Rik,0,0,0,0,0,0
1700011F03Rik,0,0,0,0,0,0
1700011F14Rik,0,0,0,0,0,0
1700011H14Rik,0.691732,0.526054,1.15337,0.380198,0.346964,1.41631
1700011I03Rik,0,0,0,0,0,0
1700011J10Rik,1.9601,2.96303,1.68782,0.799943,1.37692,1.66856
1700011L22Rik,0,0,0,0,0,0
1700011M02Rik,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0
1700012A16Rik,0,0,0,0,0,0
1700012B07Rik,0,0.0761219,0,0,0,0
1700012B09Rik,0,0,0,0,0,0
1700012B15Rik,1.05405,1.98932,2.28121,1.64272,1.33605,0.927713
1700012C08Rik,0,0,0,0,0,0
1700012C14Rik,0,0,0,0,0,0
1700012L04Rik,0,0,0.0186083,0.394918,0,0
1700012P22Rik,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0
1700013F07Rik,0,0.326097,0,0,0,0
1700013G23Rik,0.559196,0.50417,0,0,0,0
1700013G24Rik,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,0,0
1700013N06Rik,0,0,0,0,0,0
1700013N18Rik,0.360382,0.897727,0.161731,0.521466,0.556208,0.792107
1700014D04Rik,0,0,0,0.0129767,0,0
1700014N06Rik,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0.0801721,0
1700015F17Rik,0,0,0,0,0,0
1700016C15Rik,0.0859968,0,0,0.1945,0,0
1700016D06Rik,0,0,0,0,0.0328234,0
1700016G14Rik,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0
1700016K19Rik,0,0,0,0,0,0
1700016M24Rik,0,0,0,0,0,0
1700016P03Rik,0,0,0,0,0,0
1700017B05Rik,0.744947,0.905456,0.793481,1.06625,0.763981,0.647583
1700017D01Rik,0,0,0,0,0,0
1700017G19Rik,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0
1700018A04Rik,0,0,0.0551405,0,0,0
1700018A14Rik,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0
1700018L24Rik,0,0,0,0,0,0
1700018M17Rik,0.233046,1.55479,0,1.53003,0,3.07236
1700019A02Rik,0,0.0763387,0,0,0,0
1700019B03Rik,0,0,0,0,0,0
1700019B21Rik,0,0,0,0,0,0
1700019D03Rik,0.16228,0.0823417,0.0467268,0.126516,0.0825721,0
1700019E08Rik,0,0,0,0,0,0
1700019E19Rik,1.65126,1.39231,1.14657,1.5971,1.50393,1.18162
1700019G06Rik,1.99411,4.25251,5.0232,2.39559,2.51644,0.587984
1700019G17Rik,3.48997,3.69362,3.47166,6.34749,5.38116,2.97672
1700019G24Rik,0,0,0,0,0,0
1700019L03Rik,0,0.443809,0,0.0264172,0.014686,0
1700019M22Rik,0,0,0,0,0,0
1700019N12Rik,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0
1700020I14Rik,17.164,11.2159,10.0659,12.8728,17.0621,9.05618
1700020L24Rik,0,0,0,0,0.0975784,0
1700020N01Rik,0,0,0,0,0,0
1700020N15Rik,0,0,0,0,0,0
1700020O03Rik,2.95011,2.68081,2.8842,2.38193,3.32996,2.5811
1700021A07Rik,0,0,0,0,0,0
1700021C14Rik,1.72338,2.12483,1.02761,1.43654,1.51593,2.39609
1700021F05Rik,17.8397,15.5561,11.3304,21.722,17.9281,16.7787
1700021F07Rik,0,0,0,0,0,0
1700021J08Rik,1.54325,2.34834,1.14484,0.402258,0.899675,1.3197
1700021K19Rik,3.41494,3.11226,2.82617,2.79956,3.33533,1.85606
1700021L23Rik,0,0,0,0,0,0
1700021N21Rik,0,0,0,0,0,0
1700021O21Rik,0,0,0,0,0,0
1700021P04Rik,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0
1700022I11Rik,0,0,0.117296,0,0.0147474,0
1700022K14Rik,0.144674,0.372455,0,0.315459,0,0
1700022P22Rik,0,0,0,0,0,0
1700023A16Rik,0,0,0,0,0,0
1700023C21Rik,0,0,0,0,0,0
1700023E05Rik,0,0,0,0,0,0
1700023F06Rik,0,0,0,0,0,0
1700023H06Rik,10.0211,4.94597,2.87504,0.951946,1.25854,1.23178
1700023L04Rik,0,0.156287,0,0,0,0
1700024B05Rik,0.0223765,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0
1700024J04Rik,0,0,0,0,0,0
1700024N20Rik,0,0.749813,0,0.209692,0.250148,0
1700024P03Rik,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0
1700024P16Rik,2.35346,2.04341,1.72753,3.49709,3.0948,2.59726
1700025C18Rik,0,0,0,0,0,0
1700025D23Rik,0,0,0,0,0,0
1700025E21Rik,0,0.047224,0,0,0,0
1700025F22Rik,0,0,0,0,0,0
1700025G04Rik,0.748493,1.17273,0.73783,0.831827,1.03859,1.52047
1700025K23Rik,0.17371,0.447854,0.688588,0.501423,0.0363552,0
1700025N21Rik,0,0,0,0,0,0
1700025O08Rik,0,0,0,0,0,0
1700026D08Rik,0,0,0,0,0,0
1700026D11Rik,0,0,0,0,0,0
1700026J04Rik,0,0.0177727,0.0204532,0.0452105,0,0
1700026J12Rik,0,0,0,0,0,0
1700026L06Rik,0,0,0.176717,0,0,0
1700027A07Rik,0,0,0,0,0,0
1700027A23Rik,0,0,0,0,0,0
1700027D21Rik,0.0504328,0.0688393,0.24673,0.200773,0.358602,0
1700028I16Rik,0,0,0,0,0.09753,0
1700028J19Rik,0,0,0.230181,0,0.195331,0
1700028K03Rik,0.102833,0.284698,0.0484194,0.457371,0.0215638,0.346971
1700028N14Rik,0,0,0.266765,0,0.107894,0
1700028P14Rik,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0
1700029F09Rik,3.81388,3.2312,4.50321,3.2968,2.85025,0.838945
1700029F12Rik,0,0.065759,0,0,0,0
1700029G01Rik,0.262523,0.124982,0.163228,0.0785593,0.179979,0
1700029H14Rik,0,0,0,0,0,0
1700029I01Rik,4.95494,4.25574,1.94919,3.55759,2.69805,3.17707
1700029I15Rik,0,0,0.521071,0.330481,0.852666,0
1700029J07Rik,0.301278,0.334423,0.153014,0.397269,0.490467,0.836058
1700029J11Rik,0.076819,0.100997,0.119371,0.086594,0,0
1700029M20Rik,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0
1700030C10Rik,0.264276,0.000478535,0.094376,0.00561755,0.0771761,0
1700030C12Rik,2.58771,1.0672,0.426371,0.952803,0.701626,0
1700030C14Rik,0,0,0,0,0.0984321,0
1700030F18Rik,0.0147109,0.00943252,0.0171445,0,0.00482734,0
1700030J22Rik,0.0296406,0.0978507,0.0458988,0.0996246,0,0
1700030K09Rik,0.651935,0.654078,0.445235,0.449219,0.521253,0.41517
1700031A10Rik,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0
1700031F10Rik,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0
1700034F02Rik,0.0856434,0,0,0.130771,0.452376,0
1700034H14Rik,16.2294,18.3502,15.1722,19.3114,12.2703,8.28017
1700034H15Rik,0.0828806,0,0.0242458,0.0173935,0.0814939,0
1700034I23Rik,0.0982403,0.103888,0.0268118,0.0877016,0.0514579,0
1700034J04Rik,0,0,0,0,0,0
1700034J05Rik,0.025482,0.0471073,0.0269701,0.0142534,0.0162329,0
1700034O15Rik,0,0,0,0,0,0
1700036A12Rik,0,0,0,0,0,0
1700036O09Rik,0,0,0,0,0,0
1700037C06Rik,0,0,0,0,0,0
1700037C18Rik,0.846693,1.01515,0.528905,0.887991,1.25425,0.977425
1700037H04Rik,3.15029,2.88944,1.33516,1.99903,1.2641,0
1700039E15Rik,0,0,0.0487103,0.0620385,0.234453,0
1700039E22Rik,0,0,0,0,0,0
1700040I03Rik,1.28226,1.56581,1.63438,1.60084,1.74665,0
1700040L02Rik,1.30981,1.3484,0.712434,0.555386,0.798538,0
1700040N02Rik,0,0,0,0,0,0
1700041G16Rik,0,0,0,0,0,0
1700041M05Rik,0,0,0,0,0,0
1700042B14Rik,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0
1700042O10Rik,0,0.164567,0.0940029,0.134396,0.156018,0
1700045H11Rik,0,0,0,0,0,0
1700045I11Rik,0,0,0,0,0,0
1700045I19Rik,0,0,0.268811,0.0939755,0,0
1700046C09Rik,0,0,0,0,0,0
1700047A11Rik,0.231552,0,0,0.129423,0,0
1700047F07Rik,0,0,0,0,0,0
1700047I17Rik2,0.892436,0.317364,0.279351,0.19532,0.472446,0.652301
1700047K16Rik,0.240262,0.154255,0.282569,0.133568,0,0.911464
1700048O20Rik,0,0,0,0.34998,0.193984,0
1700049E15Rik,0,0,0,0,0,0
1700049E17Rik1,0,0.0380454,0,0,0,0
1700049E17Rik2,0,0,0,0,0,0
1700049G17Rik,1.65466,1.6455,1.44755,1.59941,1.36166,0.999032
1700049J03Rik,0,0,0,0,0,0
1700049L16Rik,0,0,0,0,0,0
1700051A21Rik,0,0.0712737,0.403563,0.695771,0.0664427,0
1700052N19Rik,5.80317,4.38603,5.71741,8.41106,7.77218,7.76177
1700054M17Rik,0.168586,0,0.516539,0.186472,0.219303,0
1700054N08Rik,0,0.0216632,0.127868,0.0717224,0.080358,0
1700054O13Rik,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0
1700055D18Rik,0.55858,0.444547,0.271401,0.431958,0.0377244,0.946237
1700055N04Rik,0.0692802,0,1.28523,0.38392,0.162558,0
1700056E22Rik,0.688372,0.463668,0.539459,0.474687,0.644081,0
1700056N10Rik,0.305431,0.202503,0.153837,0.337051,0.436626,0
1700057G04Rik,0,0.0714983,0,0.0540825,0.0650895,0
1700057H15Rik,0,0,0,0,0,0
1700057H21Rik,0,0,0,0,0,0
1700057K13Rik,0,0,0,0,0,0
1700058G18Rik,0,0,0,0,0,0
1700058P15Rik,0,0,0,0,0,0
1700060C16Rik,0,0,0,0,0.153148,0
1700060C20Rik,0,0,0,0,0,0
1700060J05Rik,0.0891613,0,0,0.0981185,0,0
1700061E18Rik,0.316441,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0
1700061G19Rik,0,0,0,0,0,0
1700061H18Rik,0.642762,0,0,1.39992,0.207927,0
1700061I17Rik,0.26599,0.178952,0.0335927,0.246763,0.308734,0
1700061J05Rik,0,0,0,0.0449477,0,0
1700061J23Rik,0,0,0,0,0,0
1700062I23Rik,0,0,0,0,0,0
1700063H04Rik,0,0,0,0,0,0
1700064E03Rik,0,0,0.165504,0.116379,0.512688,0
1700064H15Rik,0,0.275012,0.300931,0,0,0
1700065D16Rik,0,0.0253732,0,0.0214638,0,0
1700065I17Rik,0,0.111294,0,0,0,0
1700066B19Rik,0.0829844,0,0.0266508,0.0379566,0.0213169,0
1700066J24Rik,0,0,0,0,0,0
1700066M21Rik,17.7437,21.2698,20.7797,16.1884,15.5553,10.2983
1700066O22Rik,0,0,0,0,0,0
1700067G03Rik,0,0,0,0,0,0
1700067K01Rik,0.250352,0.198755,0.0809911,0.22619,0.0728837,1.34872
1700067P10Rik,0,0,0,0,0,0
1700069B07Rik,0.0905067,0,0,0,0,0
1700069L16Rik,0,0,0,0,0,0
1700071G01Rik,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0
1700071M16Rik,0.0244272,0.288174,0.810516,0.116685,0.0313116,0
1700073E17Rik,0,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0
1700080G11Rik,6.45316,12.8958,3.05781,2.83096,3.33806,6.89603
1700080N15Rik,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0
1700081H22Rik,0,0,0,0,0,0
1700082M22Rik,0.263682,0.299423,0.303588,0.408505,0.95247,0
1700084C01Rik,0,0,0,0,0,0
1700084C06Rik,0,0.343884,0.137586,0.198294,0.679513,0
1700084E18Rik,0.127576,0,0,0.137673,0.307219,0
1700084J12Rik,0.0513915,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0
1700085B03Rik,0,0,0,0,0,0
1700086D15Rik,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0
1700086P04Rik,0,0,0,0.255466,0,0
1700087M22Rik,0,0,0,0,0,0
1700088E04Rik,0.266476,0,0.477116,0.598689,0.459221,0.848335
1700091E21Rik,0,0,0.280801,0.103799,0,0
1700091H14Rik,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0
1700092C10Rik,0,0.131484,0,0,0.648162,0
1700092C17Rik,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0
1700092M07Rik,0,0,0,0.164994,0.184798,0
1700093J21Rik,0,0,0,0,0,0
1700093K21Rik,0,0,0,0,0,0
1700094C10Rik,0.383891,0,0,0.204611,0,0
1700094D03Rik,0.474222,0.142373,0.650654,0.616903,0.707571,0.660927
